,Latitude_h,Longitude_h,amenity_Referral Hospital,amenity_Teaching Hospital,amenity_Type A Hospital,amenity_Type B Hospital,amenity_Type C Hospital,amenity_Type D Hospital,amenity_clinic,amenity_dentist,amenity_doctors,amenity_hospital,amenity_pharmacy
380,15.647562,32.4335632,False,False,False,False,False,False,False,False,False,False,True
381,15.6141872,32.4403114,False,False,False,False,False,False,False,False,False,False,True
382,15.5568123,32.4303131,False,False,False,False,False,False,False,False,False,False,True
383,15.5550623,32.4300613,False,False,False,False,False,False,False,False,False,False,True
384,15.5768783,32.5762012,False,False,False,False,False,False,False,False,False,False,True
385,15.5723287,32.5730941,False,False,False,False,False,False,False,False,False,False,True
386,15.5812752,32.5758496,False,False,False,False,False,False,False,False,False,False,True
387,15.5795269,32.5718512,False,False,False,False,False,False,False,True,False,False,False
388,15.5810417,32.5715711,False,False,False,False,False,False,False,False,False,False,True
389,15.6243944,32.5562351,False,False,False,False,False,False,False,False,False,False,True
390,15.6244802,32.5561613,False,False,False,False,False,False,True,False,False,False,False
391,15.6214524,32.5583491,False,False,False,False,False,False,False,False,False,False,True
392,15.6536434,32.5412385,False,False,False,False,False,False,False,False,False,False,True
393,15.6731873,32.5443115,False,False,False,False,False,False,True,False,False,False,False
394,15.6731019,32.5434941,False,False,False,False,False,False,False,False,False,False,True
395,15.6726446,32.5483392,False,False,False,False,False,False,False,False,False,False,True
396,15.6689454,32.5502283,False,False,False,False,False,False,False,False,False,False,True
397,15.6698122,32.5378113,False,False,False,False,False,False,False,False,False,False,True
398,15.6673126,32.5366859,False,False,False,False,False,False,False,False,False,False,True
399,15.6633129,32.5350609,False,False,False,False,False,False,False,False,False,False,True
400,15.657937,32.5463142,False,False,False,False,False,False,False,False,False,False,True
401,15.6611872,32.5470619,False,False,False,False,False,False,False,False,False,False,True
402,15.6880627,32.5560608,False,False,False,False,False,False,False,False,False,False,True
403,15.5885231,32.5311687,False,False,False,False,False,False,False,False,False,True,False
404,15.529563,32.5389366,False,False,False,False,False,False,False,False,False,False,True
405,15.5441875,32.5395622,False,False,False,False,False,False,False,False,False,False,True
406,15.5494375,32.5386887,False,False,False,False,False,False,False,False,False,False,True
407,15.5515623,32.538311,False,False,False,False,False,False,False,False,False,False,True
408,15.5522881,32.5418369,False,False,False,False,False,False,False,False,False,True,False
409,15.552782,32.5420033,False,False,False,False,False,False,False,True,False,False,False
410,15.5325083,32.5415519,False,False,False,False,False,False,False,False,False,False,True
411,15.5395622,32.5321884,False,False,False,False,False,False,False,False,False,False,True
412,15.5217095,32.5282426,False,False,False,False,False,False,False,False,False,False,True
413,15.5216875,32.5281868,False,False,False,False,False,False,False,False,False,False,True
414,15.5223834,32.5211991,False,False,False,False,False,False,False,False,False,False,True
415,15.5256235,32.5169097,False,False,False,False,False,False,False,False,False,False,True
416,15.5258096,32.5178779,False,False,False,False,False,False,False,False,False,False,True
417,15.5238123,32.5146866,False,False,False,False,False,False,False,False,False,False,True
418,15.5249278,32.5128059,False,False,False,False,False,False,False,False,False,False,True
419,15.5244267,32.5070771,False,False,False,False,False,False,False,False,False,False,True
420,15.5226879,32.5630608,False,False,False,False,False,False,False,False,False,False,True
421,15.6216223,32.5407551,False,False,False,False,False,False,False,False,False,False,True
422,15.6232743,32.5353583,False,False,False,False,False,False,False,False,False,False,True
423,15.6233957,32.535416,False,False,False,False,False,False,False,False,False,True,False
424,15.6242731,32.5302118,False,False,False,False,False,False,False,False,True,False,False
425,15.6241537,32.5279618,False,False,False,False,False,False,False,False,False,False,True
426,15.6245623,32.5279388,False,False,False,False,False,False,False,False,False,False,True
427,15.626687,32.5285606,False,False,False,False,False,False,False,False,False,False,True
428,15.6045628,32.5630608,False,False,False,False,False,False,False,False,False,False,True
429,15.6078544,32.5636888,False,False,False,False,False,False,False,False,True,False,False
430,15.6112434,32.5597504,False,False,False,False,False,False,False,False,False,True,False
431,15.6084396,32.5609418,False,False,False,False,False,False,False,False,False,False,True
432,15.6038122,32.5623131,False,False,False,False,False,False,False,False,False,False,True
433,15.600684,32.5622908,False,False,False,False,False,False,False,False,False,False,True
434,15.6001484,32.5587627,False,False,False,False,False,False,False,False,False,False,True
435,15.580056,32.5611217,False,False,False,False,False,False,True,False,False,False,False
436,15.5763377,32.5619237,False,False,False,False,False,False,False,False,True,False,False
437,15.5761453,32.5597134,False,False,False,False,False,False,False,False,False,False,True
438,15.5762925,32.5643549,False,False,False,False,False,False,False,True,False,False,False
439,15.5773255,32.5645836,False,False,False,False,False,False,False,False,True,False,False
440,15.5765523,32.5657997,False,False,False,False,False,False,True,False,False,False,False
441,15.5804287,32.5655724,False,False,False,False,False,False,False,False,False,False,True
442,15.5966226,32.5726418,False,False,False,False,False,False,False,False,False,True,False
443,15.6543121,32.4529381,False,False,False,False,False,False,False,False,False,False,True
444,15.7223129,32.5616875,False,False,False,False,False,False,False,False,False,True,False
445,15.6656876,32.5704384,False,False,False,False,False,False,True,False,False,False,False
446,15.6412824,32.529686,False,False,False,False,False,False,False,False,False,False,True
447,15.6384352,32.6247513,False,False,False,False,False,False,False,False,False,False,True
448,15.6534376,32.5420609,False,False,False,False,False,False,False,False,False,False,True
449,15.7106876,32.5594368,False,False,False,False,False,False,False,False,False,False,True
450,15.6005942,32.6070523,False,False,False,False,False,False,False,False,False,False,True
451,15.6246872,32.529686,False,False,False,False,False,False,False,False,False,False,True
452,15.6695623,32.5751877,False,False,False,False,False,False,False,False,False,False,True
453,15.6302259,32.623729,False,False,False,False,False,False,False,False,False,False,True
454,15.5481859,32.4276832,False,False,False,False,False,False,True,False,False,False,False
455,15.5480623,32.4273109,False,False,False,False,False,False,False,False,False,False,True
456,14.7357224,33.3002728,False,False,False,False,False,False,False,False,False,False,True
457,15.5770626,32.5691872,False,False,False,False,False,False,False,False,False,False,True
458,15.5758006,32.568441,False,False,False,False,False,False,False,False,False,False,True
459,15.5740681,32.5348264,False,False,False,False,False,False,False,False,False,False,True
460,15.5797969,32.5232549,False,False,False,False,False,False,False,False,False,False,True
461,15.5789842,32.5497659,False,False,False,False,False,False,False,True,False,False,False
462,15.6112608,32.54529,False,False,False,False,False,False,False,False,False,True,False
463,15.5275079,32.5203614,False,False,False,False,False,False,False,False,False,False,True
464,15.5280628,32.5203133,False,False,False,False,False,False,False,False,False,False,True
465,15.5296879,32.5125618,False,False,False,False,False,False,False,False,False,False,True
466,15.5353127,32.5114365,False,False,False,False,False,False,False,False,False,False,True
467,15.5313129,32.4970627,False,False,False,False,False,False,False,False,False,False,True
468,15.5237664,32.4219959,False,False,False,False,False,False,True,False,False,False,False
469,15.5438128,32.4265633,False,False,False,False,False,False,False,False,False,False,True
470,15.5190556,32.4880935,False,False,False,False,False,False,False,False,False,False,True
471,15.5891634,32.4535688,False,False,False,False,False,False,False,False,False,False,True
472,15.590313,32.4579391,False,False,False,False,False,False,False,False,False,False,True
473,15.5840132,32.4641903,False,False,False,False,False,False,False,False,True,False,False
474,15.5898123,32.4519386,False,False,False,False,False,False,False,False,False,False,True
475,15.5843403,32.535415,False,False,False,False,False,False,False,False,False,False,True
476,15.5892829,32.5367192,False,False,False,False,False,False,True,False,False,False,False
477,15.5914782,32.5365725,False,False,False,False,False,False,False,False,False,False,True
478,15.5781063,32.5341987,False,False,False,False,False,False,True,False,False,False,False
479,15.5766209,32.5341414,False,False,False,False,False,False,True,False,False,False,False
480,15.5732472,32.5505206,False,False,False,False,False,False,False,False,False,False,True
481,15.5422656,32.5398065,False,False,False,False,False,False,False,False,False,False,True
482,15.5398121,32.4256859,False,False,False,False,False,False,False,False,False,False,True
483,15.534687,32.5153122,False,False,False,False,False,False,False,False,False,False,True
484,15.5446873,32.524189,False,False,False,False,False,False,False,False,False,False,True
485,15.6020622,32.562561,False,False,False,False,False,False,False,False,False,False,True
486,15.6745625,32.5521889,False,False,False,False,False,False,False,False,False,False,True
487,15.5365496,32.5254511,False,False,False,False,False,False,False,False,False,False,True
488,15.5321397,32.5262882,False,False,False,False,False,False,True,False,False,False,False
489,15.5323309,32.5262668,False,False,False,False,False,False,False,False,False,False,True
490,15.5360332,32.4246187,False,False,False,False,False,False,False,False,False,False,True
491,15.6075621,32.4668121,False,False,False,False,False,False,False,False,False,False,True
492,15.6030159,32.4639714,False,False,False,False,False,False,False,False,False,False,True
493,15.6045628,32.4649391,False,False,False,False,False,False,False,False,False,False,True
494,15.5962619,32.4602423,False,False,False,False,False,False,False,False,False,False,True
495,15.5950623,32.4598122,False,False,False,False,False,False,False,False,False,False,True
496,15.595437,32.449688,False,False,False,False,False,False,False,False,False,False,True
497,15.5911531,32.5603038,False,False,False,False,False,False,False,False,False,False,True
498,15.5946875,32.5631866,False,False,False,False,False,False,False,False,False,False,True
499,15.5949276,32.5646389,False,False,False,False,False,False,False,False,False,False,True
500,15.5951872,32.5663109,False,False,False,False,False,False,False,False,False,False,True
501,15.5950623,32.5633125,False,False,False,False,False,False,False,False,False,False,True
502,15.5946875,32.5621872,False,False,False,False,False,False,False,False,False,False,True
503,15.7232884,32.4853726,False,False,False,False,False,False,False,False,False,False,True
504,15.7254221,32.4716521,False,False,False,False,False,False,False,False,False,False,True
505,15.7247555,32.4858129,False,False,False,False,False,False,False,False,False,False,True
506,15.7399344,32.4595955,False,False,False,False,False,False,False,False,False,False,True
507,15.6219378,32.4355621,False,False,False,False,False,False,False,False,False,False,True
508,15.6195621,32.435936,False,False,False,False,False,False,False,False,False,False,True
509,15.6214371,32.4795609,False,False,False,False,False,False,False,False,False,False,True
510,15.6123123,32.4709358,False,False,False,False,False,False,False,False,False,False,True
511,15.623313,32.4615631,False,False,False,False,False,False,False,False,False,False,True
512,15.5855554,32.5475198,False,False,False,False,False,False,False,False,False,False,True
513,15.5824553,32.548408,False,False,False,False,False,False,False,False,False,False,True
514,15.5152766,32.5087885,False,False,False,False,False,False,False,False,False,False,True
515,15.5152815,32.5087972,False,False,False,False,False,False,False,False,False,False,True
516,15.5153122,32.5086861,False,False,False,False,False,False,False,False,False,False,True
517,15.5243184,32.5059488,False,False,False,False,False,False,False,False,False,False,True
518,15.5185415,32.4879997,False,False,False,False,False,False,False,False,False,True,False
519,15.5159378,32.4988136,False,False,False,False,False,False,False,False,False,False,True
520,15.5084372,32.4996872,False,False,False,False,False,False,False,False,False,False,True
521,15.4863417,32.4823089,False,False,False,False,False,False,True,False,False,False,False
522,15.4972986,32.4825912,False,False,False,False,False,False,False,False,False,False,True
523,15.6480627,32.4521866,False,False,False,False,False,False,False,False,False,False,True
524,15.4904375,32.4978142,False,False,False,False,False,False,False,False,False,False,True
525,15.4819374,32.4945641,False,False,False,False,False,False,False,False,False,False,True
526,15.4808121,32.4869385,False,False,False,False,False,False,False,False,False,False,True
527,15.4875622,32.5036888,False,False,False,False,False,False,False,False,False,False,True
528,15.4941874,32.496563,False,False,False,False,False,False,False,False,False,False,True
529,15.4971876,32.4976883,False,False,False,False,False,False,False,False,False,False,True
530,15.7550417,32.4794862,False,False,False,False,False,False,False,False,False,False,True
531,15.7538646,32.4792985,False,False,False,False,False,False,False,False,False,False,True
532,15.6426878,32.4925613,False,False,False,False,False,False,False,False,False,False,True
533,15.6783123,32.4524384,False,False,False,False,False,False,False,False,False,False,True
534,15.6830626,32.4576874,False,False,False,False,False,False,False,False,False,False,True
535,15.6555624,32.4529381,False,False,False,False,False,False,False,False,False,False,True
536,15.6526871,32.453064,False,False,False,False,False,False,False,False,False,False,True
537,15.6238127,32.5436859,False,False,False,False,False,False,False,False,False,False,True
538,15.5665723,32.5633498,False,False,False,False,False,False,False,False,False,False,True
539,15.5771113,32.5705522,False,False,False,False,False,False,False,False,False,False,True
540,15.7045465,32.4760148,False,False,False,False,False,False,False,False,False,False,True
541,15.607482,32.4694772,False,False,False,False,False,False,False,False,False,False,True
542,15.6080627,32.4611893,False,False,False,False,False,False,False,False,False,False,True
543,15.6080727,32.4646532,False,False,False,False,False,False,True,False,False,False,False
544,15.6080907,32.464546,False,False,False,False,False,False,False,False,False,False,True
545,15.6085285,32.4623943,False,False,False,False,False,False,True,False,False,False,False
546,15.6086849,32.4590244,False,False,False,False,False,False,True,False,False,False,False
547,15.6072246,32.4542177,False,False,False,False,False,False,False,False,True,False,False
548,15.6046355,32.4534283,False,False,False,False,False,False,False,False,False,False,True
549,15.6016233,32.462632,False,False,False,False,False,False,False,False,False,False,True
550,15.602119,32.4523927,False,False,False,False,False,False,False,False,False,False,True
551,15.6129552,32.4446806,False,False,False,False,False,False,False,False,False,False,True
552,15.6125622,32.454689,False,False,False,False,False,False,False,False,False,False,True
553,15.6130365,32.4560975,False,False,False,False,False,False,False,False,False,False,True
554,15.6249371,32.4584389,False,False,False,False,False,False,False,False,False,False,True
555,15.605938,32.4536858,False,False,False,False,False,False,False,False,False,False,True
556,15.6129529,32.4530653,False,False,False,False,False,False,False,False,False,False,True
557,15.6479378,32.4500618,False,False,False,False,False,False,False,False,False,False,True
558,19.1780238,30.4675752,False,False,False,False,False,False,False,False,True,False,False
559,19.1782763,30.4661309,False,False,False,False,False,False,False,False,True,False,False
560,15.5050684,32.5797995,False,False,False,False,False,False,False,False,False,False,True
561,15.5056923,32.580124,False,False,False,False,False,False,False,False,False,False,True
562,15.5838221,32.6089679,False,False,False,False,False,False,True,False,False,False,False
563,15.5892165,32.6082759,False,False,False,False,False,False,False,False,False,False,True
564,15.5874797,32.6087375,False,False,False,False,False,False,False,False,False,False,True
565,15.5871208,32.6087728,False,False,False,False,False,False,True,False,False,False,False
566,15.5982251,32.6046896,False,False,False,False,False,False,False,False,False,True,False
567,15.6138212,32.6031583,False,False,False,False,False,False,False,False,False,False,True
568,15.613707,32.603344,False,False,False,False,False,False,False,False,False,False,True
569,15.5618619,32.5640049,False,False,False,False,False,False,False,False,False,False,True
570,15.5594343,32.5636829,False,False,False,False,False,False,False,False,False,False,True
571,15.5551816,32.5727417,False,False,False,False,False,False,False,False,False,False,True
572,15.5585137,32.5714088,False,False,False,False,False,False,False,False,False,False,True
573,15.5557235,32.5755699,False,False,False,False,False,False,False,False,False,False,True
574,15.5418129,32.5681877,False,False,False,False,False,False,False,False,False,False,True
575,15.5416747,32.5667178,False,False,False,False,False,False,False,False,False,False,True
576,15.5425462,32.5745718,False,False,False,False,False,False,False,True,False,False,False
577,15.5470069,32.5598667,False,False,False,False,False,False,False,False,False,False,True
578,15.5724352,32.5689489,False,False,False,False,False,False,False,True,False,False,False
579,15.5604648,32.5634964,False,False,False,False,False,False,False,False,False,False,True
580,15.6383123,32.574688,False,False,False,False,False,False,False,False,False,False,True
581,15.635896,32.5685458,False,False,False,False,False,False,False,False,False,False,True
582,15.6358456,32.5650742,False,False,False,False,False,False,False,False,False,False,True
583,15.6355022,32.5631473,False,False,False,False,False,False,False,False,False,False,True
584,15.5557049,32.5796439,False,False,False,False,False,False,False,False,False,False,True
585,15.5569991,32.5787607,False,False,False,False,False,False,False,False,False,False,True
586,15.557681,32.579858,False,False,False,False,False,False,False,True,False,False,False
587,15.5478843,32.5811427,False,False,False,False,False,False,False,False,False,False,True
588,15.5544439,32.580045,False,False,False,False,False,False,False,False,False,False,True
589,15.5426872,32.5820436,False,False,False,False,False,False,False,False,False,False,True
590,15.5435629,32.5784378,False,False,False,False,False,False,False,False,False,False,True
591,15.5452288,32.5819784,False,False,False,False,False,False,False,False,False,False,True
592,15.5430622,32.5771866,False,False,False,False,False,False,False,False,False,False,True
593,15.5123625,32.5784212,False,False,False,False,False,False,False,False,False,False,True
594,15.5568639,32.5770024,False,False,False,False,False,False,False,False,False,False,True
595,15.5615625,32.5788116,False,False,False,False,False,False,False,False,False,False,True
596,15.7275629,32.5794373,False,False,False,False,False,False,False,False,False,False,True
597,15.5368488,32.5830496,False,False,False,False,False,False,False,False,False,False,True
598,15.6454372,32.574688,False,False,False,False,False,False,False,False,False,False,True
599,15.6338129,32.4814377,False,False,False,False,False,False,False,False,False,False,True
600,15.6558123,32.447937,False,False,False,False,False,False,False,False,False,False,True
601,15.5874633,32.5702189,False,False,False,False,False,False,False,False,False,False,True
602,15.593163,32.5734879,False,False,False,False,False,False,False,False,False,False,True
603,15.5957062,32.5678221,False,False,False,False,False,False,False,False,False,False,True
604,15.5956879,32.5678139,False,False,False,False,False,False,False,False,False,False,True
605,15.5977435,32.573092,False,False,False,False,False,False,False,False,False,False,True
606,15.6065626,32.5696869,False,False,False,False,False,False,True,False,False,False,False
607,15.6021872,32.5715637,False,False,False,False,False,False,False,False,False,False,True
608,15.732688,32.5718117,False,False,False,False,False,False,False,False,False,False,True
609,15.7028122,32.578186,False,False,False,False,False,False,False,False,False,False,True
610,15.7011871,32.5784378,False,False,False,False,False,False,False,False,False,False,True
611,15.7053396,32.5914194,False,False,False,False,False,False,False,False,False,False,True
612,15.7054291,32.5914464,False,False,False,False,False,False,False,False,False,False,True
613,15.7409372,32.5788116,False,False,False,False,False,False,False,False,False,False,True
614,15.6523284,32.5747858,False,False,False,False,False,False,False,False,False,False,True
615,15.6480627,32.5748138,False,False,False,False,False,False,False,False,False,False,True
616,15.6355576,32.6246559,False,False,False,False,False,False,False,False,False,False,True
617,15.6417223,32.6250822,False,False,False,False,False,False,False,False,False,False,True
618,15.5897271,32.5811368,False,False,False,False,False,False,False,False,False,False,True
619,15.5845528,32.5753974,False,False,False,False,False,False,False,False,False,False,True
620,15.5858079,32.5747121,False,False,False,False,False,False,False,False,True,False,False
621,15.5856821,32.5746731,False,False,False,False,False,False,False,True,False,False,False
622,15.5814323,32.5758343,False,False,False,False,False,False,False,True,False,False,False
623,15.5872775,32.5743985,False,False,False,False,False,False,False,False,False,False,True
624,15.5975432,32.5760105,False,False,False,False,False,False,False,False,False,False,True
625,15.5976418,32.5785109,False,False,False,False,False,False,False,False,False,False,True
626,15.5977984,32.5803898,False,False,False,False,False,False,False,False,False,False,True
627,15.6386513,32.4479623,False,False,False,False,False,False,True,False,False,False,False
628,15.6367708,32.5264645,False,False,False,False,False,False,False,False,False,False,True
629,15.6387327,32.5270959,False,False,False,False,False,False,False,False,False,False,True
630,15.6388602,32.5309992,False,False,False,False,False,False,False,False,False,False,True
631,15.6366873,32.5310631,False,False,False,False,False,False,False,False,False,False,True
632,15.6365651,32.5245688,False,False,False,False,False,False,False,False,False,True,False
633,15.630187,32.5243111,False,False,False,False,False,False,False,False,False,False,True
634,15.6270628,32.5264359,False,False,False,False,False,False,False,False,False,False,True
635,15.6283121,32.5308013,False,False,False,False,False,False,False,False,False,False,True
636,15.6256876,32.5273132,False,False,False,False,False,False,True,False,False,False,False
637,15.6358128,32.5314369,False,False,False,False,False,False,False,False,False,False,True
638,15.6364374,32.5315628,False,False,False,False,False,False,False,False,False,False,True
639,15.6365627,32.5314075,False,False,False,False,False,False,True,False,False,False,False
640,15.6330624,32.534687,False,False,False,False,False,False,True,False,False,False,False
641,15.6875995,32.5014946,False,False,False,False,False,False,False,False,False,False,True
642,15.6924404,32.4903215,False,False,False,False,False,False,True,False,False,False,False
643,15.69076,32.4764499,False,False,False,False,False,False,True,False,False,False,False
644,15.6843026,32.4760512,False,False,False,False,False,False,False,False,False,False,True
645,15.6862061,32.4857808,False,False,False,False,False,False,False,False,False,False,True
646,15.6745608,32.4943153,False,False,False,False,False,False,False,False,False,False,True
647,15.645969,32.500221,False,False,False,False,False,False,False,False,False,False,True
648,15.6559522,32.5048677,False,False,False,False,False,False,False,False,False,False,True
649,15.6651878,32.4869385,False,False,False,False,False,False,False,False,False,True,False
650,15.6537411,32.4935782,False,False,False,False,False,False,False,False,False,False,True
651,15.6544371,32.4853134,False,False,False,False,False,False,False,False,False,False,True
652,15.646296,32.49747,False,False,False,False,False,False,False,False,False,False,True
653,15.644424,32.4888017,False,False,False,False,False,False,False,False,False,False,True
654,15.644995,32.4857788,False,False,False,False,False,False,True,False,False,False,False
655,15.6473345,32.4912103,False,False,False,False,False,False,True,False,False,False,False
656,15.6475115,32.4917439,False,False,False,False,False,False,False,False,False,False,True
657,15.5390625,32.5896873,False,False,False,False,False,False,False,False,False,False,True
658,15.5415741,32.5826822,False,False,False,False,False,False,False,True,False,False,False
659,15.524145,32.5898248,False,False,False,False,False,False,False,False,False,False,True
660,15.5254613,32.5893642,False,False,False,False,False,False,False,False,False,False,True
661,15.6575623,32.4609375,False,False,False,False,False,False,False,False,False,False,True
662,15.6678123,32.4613113,False,False,False,False,False,False,False,False,False,False,True
663,15.641296,32.461302,False,False,False,False,False,False,False,False,False,False,True
664,15.6518126,32.435936,False,False,False,False,False,False,False,False,False,False,True
665,15.6620626,32.4480629,False,False,False,False,False,False,False,False,False,False,True
666,15.6479076,32.4465559,False,False,False,False,False,False,False,False,False,False,True
667,15.5933123,32.4489365,False,False,False,False,False,False,False,False,False,False,True
668,15.6478128,32.4378128,False,False,False,False,False,False,False,False,False,False,True
669,15.6268129,32.4461861,False,False,False,False,False,False,False,False,False,False,True
670,15.6030626,32.4360619,False,False,False,False,False,False,False,False,False,False,True
671,15.5468565,32.5588688,False,False,False,False,False,False,False,False,False,False,True
672,15.637083,32.4905756,False,False,False,False,False,False,False,False,False,False,True
673,15.6370621,32.4905624,False,False,False,False,False,False,False,False,False,False,True
674,15.6188126,32.4786873,False,False,False,False,False,False,False,False,False,False,True
675,15.6249371,32.4793129,False,False,False,False,False,False,False,False,False,False,True
676,15.626687,32.479187,False,False,False,False,False,False,False,False,False,False,True
677,15.6216879,32.4795609,False,False,False,False,False,False,False,False,False,False,True
678,15.6380625,32.4614372,False,False,False,False,False,False,False,False,False,False,True
679,15.6288128,32.4611893,False,False,False,False,False,False,False,False,False,False,True
680,15.6223125,32.4708138,False,False,False,False,False,False,False,False,False,False,True
681,15.6300621,32.4615631,False,False,False,False,False,False,False,False,False,False,True
682,15.6203127,32.4613113,False,False,False,False,False,False,False,False,False,False,True
683,15.6358599,32.5210752,False,False,False,False,False,False,False,False,False,False,True
684,15.6326876,32.5231857,False,False,False,False,False,False,False,False,False,False,True
685,15.6446877,32.522686,False,False,False,False,False,False,False,False,False,False,True
686,15.6959728,32.5180882,False,False,False,False,False,False,False,False,False,False,True
687,15.7176343,32.5215336,False,False,False,False,False,False,False,False,False,False,True
688,15.7169165,32.5224509,False,False,False,False,False,False,False,False,False,False,True
689,15.7191215,32.5147476,False,False,False,False,False,False,False,False,False,False,True
690,15.7191886,32.5156756,False,False,False,False,False,False,False,False,False,False,True
691,15.5974529,32.5349751,False,False,False,False,False,False,True,False,False,False,False
692,15.5990642,32.5326146,False,False,False,False,False,False,True,False,False,False,False
693,15.5994036,32.5338423,False,False,False,False,False,False,True,False,False,False,False
694,15.5988147,32.5350627,False,False,False,False,False,False,False,False,False,True,False
695,15.6004818,32.5342428,False,False,False,False,False,False,True,False,False,False,False
696,15.5997069,32.5350267,False,False,False,False,False,False,False,False,True,False,False
697,15.5998735,32.5339581,False,False,False,False,False,False,False,False,True,False,False
698,15.5999789,32.5329024,False,False,False,False,False,False,False,False,False,False,True
699,15.6028692,32.5348977,False,False,False,False,False,False,True,False,False,False,False
700,15.6017758,32.5310686,False,False,False,False,False,False,False,False,False,True,False
701,15.6035933,32.5294581,False,False,False,False,False,False,False,False,False,False,True
702,15.6039227,32.530521,False,False,False,False,False,False,False,True,False,False,False
703,15.6013417,32.5298896,False,False,False,False,False,False,True,False,False,False,False
704,15.6009015,32.5300615,False,False,False,False,False,False,False,False,False,True,False
705,15.6000895,32.5285658,False,False,False,False,False,False,False,True,False,False,False
706,15.6000523,32.5285792,False,False,False,False,False,False,True,False,False,False,False
707,15.600184,32.5275966,False,False,False,False,False,False,True,False,False,False,False
708,15.6003527,32.5275709,False,False,False,False,False,False,False,False,False,True,False
709,15.6006953,32.5290002,False,False,False,False,False,False,False,True,False,False,False
710,15.6002477,32.5269854,False,False,False,False,False,False,True,False,False,False,False
711,15.5993861,32.5292426,False,False,False,False,False,False,False,False,False,True,False
712,15.5986474,32.5299959,False,False,False,False,False,False,False,False,False,False,True
713,15.5990347,32.5331904,False,False,False,False,False,False,False,False,False,False,True
714,15.5990244,32.5177173,False,False,False,False,False,False,False,False,False,False,True
715,15.5980952,32.5203795,False,False,False,False,False,False,False,False,False,False,True
716,15.5980417,32.5213994,False,False,False,False,False,False,False,False,False,False,True
717,15.5799731,32.5421651,False,False,False,False,False,False,False,True,False,False,False
718,15.584445,32.5456428,False,False,False,False,False,False,False,False,False,False,True
719,15.5851709,32.5428423,False,False,False,False,False,False,False,False,False,True,False
720,15.5696122,32.5429625,False,False,False,False,False,False,True,False,False,False,False
721,15.5695295,32.5429733,False,False,False,False,False,False,False,False,False,False,True
722,15.641412,32.524501,False,False,False,False,False,False,False,False,False,False,True
723,15.6621876,32.5246887,False,False,False,False,False,False,False,False,False,False,True
724,15.6761663,32.4772444,False,False,False,False,False,False,False,False,False,False,True
725,15.6751865,32.4860155,False,False,False,False,False,False,False,False,False,False,True
726,15.662191,32.4867615,False,False,False,False,False,False,False,False,False,False,True
727,15.6624587,32.4894602,False,False,False,False,False,False,False,False,False,False,True
728,15.6626892,32.4895345,False,False,False,False,False,False,True,False,False,False,False
729,15.6541309,32.4886965,False,False,False,False,False,False,False,False,False,False,True
730,15.645316,32.4981902,False,False,False,False,False,False,False,False,False,True,False
731,15.6445134,32.4888793,False,False,False,False,False,False,False,False,False,False,True
732,15.6442722,32.4886505,False,False,False,False,False,False,False,False,False,False,True
733,15.6418887,32.4915627,False,False,False,False,False,False,False,False,False,False,True
734,15.642411,32.4878867,False,False,False,False,False,False,False,False,False,True,False
735,15.6424599,32.4864992,False,False,False,False,False,False,False,False,False,False,True
736,15.645632,32.4895,False,False,False,False,False,False,False,False,False,False,True
737,15.675484,32.5050706,False,False,False,False,False,False,False,False,False,False,True
738,15.6066141,32.524255,False,False,False,False,False,False,False,False,False,False,True
739,15.6047101,32.5245673,False,False,False,False,False,False,False,False,False,False,True
740,15.5499372,32.5304375,False,False,False,False,False,False,False,False,False,False,True
741,15.5500622,32.529686,False,False,False,False,False,False,False,False,False,False,True
742,15.5495625,32.5270615,False,False,False,False,False,False,False,False,False,False,True
743,15.5536871,32.4290619,False,False,False,False,False,False,False,False,False,False,True
744,15.5374927,32.5483532,False,False,False,False,False,False,False,False,False,False,True
745,15.5487783,32.5546228,False,False,False,False,False,False,True,False,False,False,False
746,15.5469072,32.5565831,False,False,False,False,False,False,False,False,False,False,True
747,15.5469023,32.5583573,False,False,False,False,False,False,False,False,False,False,True
748,15.530856,32.549603,False,False,False,False,False,False,False,False,False,False,True
749,15.6978435,32.5047358,False,False,False,False,False,False,False,False,False,False,True
750,15.6983393,32.5055833,False,False,False,False,False,False,False,False,False,False,True
751,15.6968677,32.5062442,False,False,False,False,False,False,False,False,False,False,True
752,15.7177447,32.4854294,False,False,False,False,False,False,False,False,False,False,True
753,15.7112484,32.4761212,False,False,False,False,False,False,False,False,False,False,True
754,15.698853,32.4762497,False,False,False,False,False,False,True,False,False,False,False
755,15.6994581,32.4821437,False,False,False,False,False,False,False,False,False,False,True
756,15.6993604,32.4616533,False,False,False,False,False,False,True,False,False,False,False
757,15.6988125,32.4618111,False,False,False,False,False,False,False,False,False,False,True
758,15.6984765,32.4622793,False,False,False,False,False,False,True,False,False,False,False
759,15.7067859,32.4633297,False,False,False,False,False,False,True,False,False,False,False
760,15.7050934,32.4616347,False,False,False,False,False,False,True,False,False,False,False
761,15.7071104,32.4604243,False,False,False,False,False,False,False,False,False,False,True
762,15.7033407,32.4761945,False,False,False,False,False,False,False,False,False,False,True
763,15.7187569,32.5011899,False,False,False,False,False,False,False,False,False,False,True
764,15.7414531,32.4865648,False,False,False,False,False,False,False,False,False,True,False
765,15.7499665,32.4772225,False,False,False,False,False,False,False,False,False,False,True
766,15.7480508,32.4765178,False,False,False,False,False,False,False,False,False,False,True
